,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.002820909057618284,0.004558134689038251],[1.2860522431397228,1.3426508538439719]
cachet Poly. model,[3.0230382292044287e-05,0.00010701288113471887],[2.7104488892937297,3.2309483326541795]
