,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[32.62774696499833, 36.10542601360738],[296.8272262660226, 352.01894479506353]
cachet Poly. Model,[32.79094305634441, 36.23103516107901],[353.0436769699254, 413.4429546243738]
