,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.007685826341827148,0.011523480744907388],[1.376963314854758,1.4277851387355507]
d4 Poly. model,[2.7010051887194672e-05,6.927213969682945e-05],[3.621705894255058,3.995414966661201]
