,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[160.56812925816058, 184.1261599412115],[3440.5932716118496, 3960.1762088584437]
d4 Poly. Model,[161.37581164929404, 185.10511005113807],[4436.354209940945, 4797.080483452542]
