,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[1.798486305987406e-05,3.710026693373714e-05],[1.699959075032526,1.7783669938468383]
dpmc Poly. model,[5.981528069987299e-13,6.1629027001708e-12],[8.710863372739254,9.542174572264798]
