,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[87.01997687581061, 97.51192254988777],[5688.315999380214, 6165.588758827296]
dpmc Poly. Model,[87.6387771178209, 98.17077310716755],[7162.857113147607, 8428.796127041498]
