,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[751.6556834607977, 837.1999007273254],[13255.16748275759, 15090.74776575519]
minic2d Poly. Model,[754.6393527604351, 840.5187958106234],[14322.748019468718, 15865.23151379212]
