,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.0013238097475498215,0.00300354558001516],[1.289103890833881,1.3328289919534269]
minic2d Poly. model,[2.088193920589964e-10,2.963399014230862e-09],[6.269064882136433,7.102341222288658]
