,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[2.798188223675017e-06,0.00010922492426072723],[1.2692745378146206,1.383529539044833]
dpmc Poly. model,[1.214136185862183e-22,1.3592139631659925e-16],[10.012227890053964,13.72850341522826]
