,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[3316.0692022524945, 3879.7365838816895],[20120.72713818292, 20684.791692337585]
dpmc Poly. Model,[3316.7644326820214, 3879.4607117177243],[21216.963342660016, 21622.84372916712]
