,38,39,40,41,42,43,44,45,46,47,48,49,50
# of instances,16.0,36.0,128.0,288.0,403.0,520.0,611.0,666.0,674.0,796.0,602.0,280.0,70.0
mean,1.4468749999999997,1.8791666666666658,2.2015624999999983,3.4286805555555544,4.20967741935484,5.413557692307687,7.323142389525365,10.313888888888892,15.523991097922854,20.499510050251274,25.691112956810617,24.938678571428568,38.811428571428586
Q(0.1),[0.5105555979479001, 0.5105555979479001],[0.4405574304665408, 0.4405574304665408],[0.4197146916103123, 0.4197146916103123],[0.5405624058096383, 0.5405624058096383],[0.7503427443779375, 0.7503427443779375],[0.9499428679961218, 0.9499428679961218],[1.3000142168787399, 1.3000142168787399],[1.7709139950906063, 1.7709139950906063],[2.6503464281105917, 2.6503464281105917],[3.6705811328083082, 3.6705811328083082],[4.550124884401417, 4.550124884401417],[5.179897137590242, 5.179897137590242],[5.439843876273848, 5.439843876273848]
Q(0.25),[0.7198735652562063, 0.7198735652562063],[0.6298159202969882, 0.6298159202969882],[0.6498684256902727, 0.6498684256902727],[0.9998694931181019, 0.9998694931181019],[1.1898249699543995, 1.1898249699543995],[1.5001389718569895, 1.5001389718569895],[2.3597464731381392, 2.3597464731381392],[3.0701496823158942, 3.0701496823158942],[4.370002277135494, 4.370002277135494],[5.719969836920882, 5.719969836920882],[7.490000655821818, 7.490000655821818],[8.639804040426847, 8.639804040426847],[8.390133498415992, 8.390133498415992]
median,[0.9467721394612114, 0.9467721394612114],[1.1087055351292399, 1.1087055351292399],[1.3195830180518697, 1.3195830180518697],[1.9197140033023576, 1.9197140033023576],[2.560018696365811, 2.560018696365811],[2.920004290010578, 2.920004290010578],[4.330239809632744, 4.330239809632744],[5.44960685264491, 5.44960685264491],[7.869749084401078, 7.869749084401078],[11.049812956046623, 11.049812956046623],[13.479808847668366, 13.479808847668366],[15.17821806346275, 15.17821806346275],[17.238201200412522, 17.238201200412522]
Q(0.75),[1.5122595080093446, 1.5122595080093446],[1.7881500122811895, 1.7881500122811895],[2.57013217264935, 2.57013217264935],[3.580130140238902, 3.580130140238902],[4.749932719716323, 4.749932719716323],[6.190127012794165, 6.190127012794165],[8.660449363871123, 8.660449363871123],[10.409860739461282, 10.409860739461282],[15.169855729996481, 15.169855729996481],[21.740146146646584, 21.740146146646584],[26.73986657231935, 26.73986657231935],[28.640130459061847, 28.640130459061847],[46.039866665278424, 46.039866665278424]
Q(0.9),[2.8294444435845283, 2.8294444435845283],[6.0494443976605785, 6.0494443976605785],[5.978428863474722, 5.978428863474722],[8.458320336306329, 8.458320336306329],[9.069776836968824, 9.069776836968824],[12.070100982052184, 12.070100982052184],[15.98999953917026, 15.98999953917026],[21.6994275048221, 21.6994275048221],[29.99966661234365, 29.99966661234365],[44.1894413591242, 44.1894413591242],[49.57999979581591, 49.57999979581591],[51.75021828683811, 51.75021828683811],[72.31011111104776, 72.31011111104776]
