,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[36.59737236701059, 47.98425119115514],[143.7594225683706, 150.52600736482182]
d4 Poly. Model,[36.59740078729443, 47.98141586244465],[140.50863933166394, 147.13692474238647]
