,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.01569585286350106,0.09969581884680165],[1.0000784078564193,1.0486262576943162]
d4 Poly. model,[9.50715915025187e-05,0.09886192295185595],[0.003127298031358805,1.8993220746597217]
