,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.5475987894874625,0.6370921384058167],[0.9964247061878027,1.0001292813058607]
c2d Poly. model,[0.535829419741483,0.9185714378349232],[-0.1380900789495172,0.0072713418114744854]
