,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[37.877611287739704, 53.8367371511211],[106.22271357571901, 108.85006984231016]
c2d Poly. Model,[37.877628306068004, 53.83665679862589],[112.3612931745584, 114.83566599072209]
