,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
# of instances,16.0,58.0,127.0,206.0,344.0,419.0,486.0,549.0,614.0,621.0,650.0,540.0,333.0,108.0,24.0
mean,0.07000000000000002,0.05741379310344828,0.10496062992125983,0.0866504854368932,0.10148255813953487,0.11806682577565626,0.14368312757201634,0.1758652094717668,0.192947882736156,0.24848631239935545,0.27944615384615334,0.3318703703703706,0.4049249249249246,0.5045370370370367,0.5641666666666668
Q(0.1),[0.020055890629160158, 0.020055890629160158],[0.02080969922009028, 0.02080969922009028],[0.02065390509145528, 0.02065390509145528],[0.02062734988446524, 0.02062734988446524],[0.030084653118396754, 0.030084653118396754],[0.030362021776657273, 0.030362021776657273],[0.04018868352832392, 0.04018868352832392],[0.04081977463955265, 0.04081977463955265],[0.05026276117151517, 0.05026276117151517],[0.07015959106074464, 0.07015959106074464],[0.07066723799541101, 0.07066723799541101],[0.09009759065661199, 0.09009759065661199],[0.09971460041577819, 0.09971460041577819],[0.10056226360610915, 0.10056226360610915],[0.17033574883040825, 0.17033574883040825]
Q(0.25),[0.02026771180176797, 0.02026771180176797],[0.03011682207869066, 0.03011682207869066],[0.030233408343880757, 0.030233408343880757],[0.030287384342350683, 0.030287384342350683],[0.040226220207632765, 0.040226220207632765],[0.05004131280808277, 0.05004131280808277],[0.059956573113327055, 0.059956573113327055],[0.07018793386227595, 0.07018793386227595],[0.08000007531750365, 0.08000007531750365],[0.10995843540928464, 0.10995843540928464],[0.12000123645448252, 0.12000123645448252],[0.15000021797887841, 0.15000021797887841],[0.1503292677411474, 0.1503292677411474],[0.1998749701752683, 0.1998749701752683],[0.2201346380867901, 0.2201346380867901]
median,[0.05000034472058101, 0.05000034472058101],[0.04001835936283157, 0.04001835936283157],[0.06002489301692124, 0.06002489301692124],[0.05979676060060893, 0.05979676060060893],[0.06998264840919428, 0.06998264840919428],[0.0799926682374338, 0.0799926682374338],[0.09993036063482572, 0.09993036063482572],[0.11969286710019408, 0.11969286710019408],[0.1299854896489611, 0.1299854896489611],[0.18005683359291824, 0.18005683359291824],[0.2099894903100293, 0.2099894903100293],[0.23974454811755408, 0.23974454811755408],[0.2897335525439937, 0.2897335525439937],[0.41983018544362993, 0.41983018544362993],[0.34964758692463793, 0.34964758692463793]
Q(0.75),[0.07000000000000002, 0.07000000000000002],[0.06005380684322095, 0.06005380684322095],[0.09001361934306373, 0.09001361934306373],[0.10983923649155891, 0.10983923649155891],[0.1197623645023668, 0.1197623645023668],[0.14012561851202943, 0.14012561851202943],[0.16971686277362819, 0.16971686277362819],[0.20006887373246818, 0.20006887373246818],[0.23986492091231165, 0.23986492091231165],[0.31990603000975715, 0.31990603000975715],[0.3499463678823851, 0.3499463678823851],[0.40984290599329837, 0.40984290599329837],[0.5200429057833196, 0.5200429057833196],[0.5998652155381557, 0.5998652155381557],[0.6301323302148868, 0.6301323302148868]
Q(0.9),[0.109439929246994, 0.109439929246994],[0.10033190863577586, 0.10033190863577586],[0.16971282743114813, 0.16971282743114813],[0.179770177277888, 0.179770177277888],[0.21985850011647268, 0.21985850011647268],[0.22009865461126374, 0.22009865461126374],[0.3093723275540905, 0.3093723275540905],[0.36011180313723445, 0.36011180313723445],[0.4095732396023117, 0.4095732396023117],[0.530040297845418, 0.530040297845418],[0.5792021260843733, 0.5792021260843733],[0.6500416942900912, 0.6500416942900912],[0.8893763869308772, 0.8893763869308772],[1.1096651339141534, 1.1096651339141534],[0.9896662110577449, 0.9896662110577449]
