,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.00010830272550144117,0.0009544955911627139],[1.1307469178197613,1.2030900528266586]
cachet Poly. model,[9.146232498810881e-12,1.491384132167415e-08],[4.324553183323587,6.401432079754159]
