,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[52.38592877754921, 62.445172969559906],[279.8904275825152, 293.7462606448137]
cachet Poly. Model,[52.37712991868643, 62.4287300890468],[268.0186271220249, 285.4492343476212]
