,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[6.4484636544238e-05,0.0008453668109781371],[1.2600982474970326,1.3490517784076812]
dpmc Poly. model,[1.2278971288958573e-17,1.3744329053596257e-13],[8.616896511260165,11.180536884571666]
