,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[4209.671677788884, 5094.217486156067],[36498.74885944446, 37761.77621491453]
dpmc Poly. Model,[4208.894785957881, 5091.799861791294],[35698.3789142928, 36576.525648660456]
