,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0022687812591169385,0.010309284728330207],[1.3368534513117702,1.4203456277669084]
d4 Poly. model,[2.050003622058339e-11,2.450705934505577e-09],[6.992746210671612,8.482033212880197]
