,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[5944.04672983153, 6770.491124581095],[45037.75901847999, 53960.023729463246]
d4 Poly. Model,[5947.67662069018, 6771.727135163276],[45633.38091352452, 49252.368783173035]
