,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[9.94752928433152e-05,0.00116787483902801],[1.310940227196323,1.4112324378611132]
dpmc Poly. model,[4.383436111025047e-17,1.8963739492189298e-13],[9.002935911506938,11.386227170803977]
