,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[6758.017068969376, 7662.095934638723],[73202.45716656242, 77720.88200888276]
dpmc Poly. Model,[6757.733333556635, 7663.4433753437925],[72668.46632323466, 79565.57909284373]
