,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[8.922172759018118e-05,0.000516995787889812],[1.386249165873193,1.466369069353162]
dpmc Poly. model,[2.4338391914994473e-17,9.809745159025163e-15],[10.135183986547418,11.883143443199515]
