,Exp parameter a,Exp parameter b,Poly parameter a,Poly parameter b
57,0.0002681633101868543,1.4151995730115778,1.5956685099583231e-15,10.665474630198332
58,0.00017821086781889288,1.4330954352952563,1.8366270236734157e-16,11.288233452722125
59,0.00024105596942168613,1.4203280899178312,6.574384413457251e-16,10.92542867760858
60,0.0002629033623711101,1.4161167265008867,8.296050218268127e-16,10.85633953755314
61,0.0002929390464131268,1.4108905086627002,9.26003806014102e-16,10.822002205733952
62,0.00029919120730248055,1.4099942811002857,1.790411373801627e-15,10.630574423270446
63,0.00031919029849641965,1.4083012805075878,1.322296040720311e-15,10.726625263891947
64,0.00044885502278998,1.3929619221143799,3.761033092392357e-15,10.421143226925778
65,0.0002533061888247725,1.416574121925254,6.057086613234665e-16,10.939765336990604
66,0.00034991640882028977,1.4031567761236505,2.1889440767161575e-15,10.572923839948999
67,0.0004895927695541156,1.3892918959597311,5.759524830103393e-15,10.299263780559158
68,0.0003225178693357945,1.4070249421482766,1.0645809601622607e-15,10.782263558683553
69,0.00027662140405191287,1.4137982096104744,8.887399676047338e-16,10.835189761042784
70,0.00014835675757478458,1.4402114993418493,1.674090791530979e-16,11.310649306533378
71,0.00010253351029198,1.4585976081909693,4.095986366618705e-17,11.724426104383383
72,0.0003380941605419958,1.404226694289458,2.020438763688421e-15,10.595198363485906
73,0.00012008152013982329,1.4503634546961663,8.924294467378778e-17,11.49413920711595
74,0.0001697747422651795,1.4344019294246264,2.467702137760998e-16,11.198035584133322
75,9.531130814677021e-05,1.4622455381681636,4.6864897153532887e-17,11.685595420483878
76,0.0002561792891204476,1.4168333616402284,7.925058233251479e-16,10.86612672253068
77,0.00022560458854515677,1.4220076165615336,3.758409699641104e-16,11.076832460560581
78,0.00010059184401265049,1.4578004323983735,7.237676680604874e-17,11.55261953463014
79,0.00034647348166853766,1.403644537483067,3.1199791294843777e-15,10.46911430871387
80,0.00022402275683562365,1.4234006291245949,3.2521636026057333e-16,11.126723286668494
81,0.00011682059903680427,1.4519638357895905,6.123356219517112e-17,11.604163820109534
82,0.00021030834937443263,1.4261336086184349,1.7885607880170064e-16,11.297664469183474
83,0.0003310143226503065,1.4056051178274713,2.0570778912986144e-15,10.591373919018679
84,0.00021658216710936852,1.4240646368700254,2.40537612670882e-16,11.207987721791142
85,0.00010486599367624741,1.457614207668906,4.3650976642034344e-17,11.706495801360688
86,0.00013187981581474855,1.4495355016990712,8.180844412822211e-17,11.538879004539012
87,0.00011444802845339574,1.454557065349259,3.611683420352725e-17,11.766218392979681
88,0.0001233979852718493,1.4514122590731335,3.43023099615713e-17,11.784347568936937
89,0.00036392281768248176,1.402711340798767,2.410457709577106e-15,10.555059462883946
90,0.00020760123476230188,1.4277413485673693,3.9574206754812847e-16,11.076168951529326
91,0.00028231130268015003,1.4132812748509154,1.695502778917723e-15,10.654012576522291
92,0.00021199234708233264,1.425784499516458,1.9700135702495718e-16,11.2699591590208
93,0.00020622095562534986,1.4270623166970535,1.9422346602369883e-16,11.275369715564011
94,0.00022094303540746854,1.4238259335279877,2.4072784091909756e-16,11.211635145995388
95,0.00013149403721773214,1.44721938257986,1.268109154960986e-16,11.399476133451117
96,0.0003012205808772602,1.4115053527125827,1.2891351230847486e-15,10.737367935425027
97,0.00029435387749806495,1.4108871517141552,7.964377520457117e-16,10.86592340169409
98,0.0002604471830381549,1.417006779348019,9.8908326677055e-16,10.809825415164596
