,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[9319.170946281685, 10388.482538742908],[101284.30845066755, 107855.43429341979]
dpmc Poly. Model,[9321.804141785497, 10395.181915909705],[101046.82463836152, 110677.69705457908]
