,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.0014449151667256927,0.004848481313762566],[1.2509345340873577,1.312572940195115]
cachet Poly. model,[5.016651630409466e-10,1.9614952354570723e-08],[5.598392259739228,6.729951252971546]
