,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[729.1275795127615, 809.8625275631433],[4362.442059662323, 4846.658158625473]
cachet Poly. Model,[729.7145862650127, 810.1577950538688],[4587.796245679467, 5399.213205560442]
