,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[850.7703064030432, 1035.2205230891095],[6397.44463352826, 6977.745082507961]
c2d Poly. Model,[851.0884462512031, 1035.6811209465009],[6235.189893837308, 6899.183340761414]
