,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.004921369555430187,0.028853494132972626],[1.1273205221048557,1.190436636488157]
c2d Poly. model,[4.742587063258288e-09,1.6878315879837331e-06],[3.9131454120375793,5.6140350064182485]
