,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.001001203567793723,0.0034804278057967704],[1.3054680789748152,1.3658093436558516]
c2d Poly. model,[2.0004518579303638e-12,1.2165633267423554e-10],[7.408023130914444,8.63545950259413]
