,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[3570.93082806924, 3979.49310889697],[25373.68370130389, 26866.827192406396]
c2d Poly. Model,[3573.2928781861933, 3982.59022555749],[25138.225964383717, 27115.991767244286]
