,24,25,26,27,28,29,30,31,32,33,34,35,36,37
# of instances,38.0,89.0,184.0,274.0,350.0,415.0,476.0,559.0,589.0,570.0,555.0,415.0,288.0,103.0
mean,2.3034210526315797,3.2741573033707834,4.397608695652179,5.784635036496352,7.352457142857156,9.335180722891563,13.952373949579837,17.156672629695898,23.795942275042467,34.04205263157895,40.75663063063058,53.341108433734895,60.436111111111096,69.68640776699026
Q(0.1),[1.2915622211787274, 1.2915622211787274],[1.3198004669858758, 1.3198004669858758],[1.47034030689373, 1.47034030689373],[2.1403647419489746, 2.1403647419489746],[2.6804519635478377, 2.6804519635478377],[3.360169236689486, 3.360169236689486],[4.810565461286705, 4.810565461286705],[6.580392685280001, 6.580392685280001],[8.769838695719246, 8.769838695719246],[12.759962586465031, 12.759962586465031],[15.1104452013698, 15.1104452013698],[22.360444627855507, 22.360444627855507],[26.111488487232716, 26.111488487232716],[30.53022231655339, 30.53022231655339]
Q(0.25),[1.7301381555174729, 1.7301381555174729],[1.810000926397705, 1.810000926397705],[2.369874276334061, 2.369874276334061],[2.9901620720123816, 2.9901620720123816],[4.030148235551172, 4.030148235551172],[4.989652025838414, 4.989652025838414],[7.3198578752924295, 7.3198578752924295],[9.019493464484835, 9.019493464484835],[13.300001856801007, 13.300001856801007],[18.310000107990867, 18.310000107990867],[24.430659154783555, 24.430659154783555],[33.97937960252204, 33.97937960252204],[37.98981552947735, 37.98981552947735],[45.620777406452035, 45.620777406452035]
median,[2.3034210526315815, 2.3034210526315815],[2.480002192232231, 2.480002192232231],[3.719826059231356, 3.719826059231356],[4.499758921342726, 4.499758921342726],[6.269866088505715, 6.269866088505715],[7.950003206441321, 7.950003206441321],[11.350002005603846, 11.350002005603846],[14.200151525963534, 14.200151525963534],[20.180000973741635, 20.180000973741635],[28.798784874349824, 28.798784874349824],[37.27000073827864, 37.27000073827864],[48.75985571576888, 48.75985571576888],[56.90682329013582, 56.90682329013582],[68.65000017009919, 68.65000017009919]
Q(0.75),[2.6498647609100656, 2.6498647609100656],[3.8599982086880105, 3.8599982086880105],[5.810175857444266, 5.810175857444266],[6.539865563955182, 6.539865563955182],[9.389866075386522, 9.389866075386522],[11.84089750118566, 11.84089750118566],[17.360126859336305, 17.360126859336305],[21.489232436418764, 21.489232436418764],[31.20999723361116, 31.20999723361116],[43.18986537836514, 43.18986537836514],[53.560479540577944, 53.560479540577944],[70.26916788155168, 70.26916788155168],[79.56013327401952, 79.56013327401952],[94.00944249754977, 94.00944249754977]
Q(0.9),[3.348243441614061, 3.348243441614061],[5.09024017571241, 5.09024017571241],[8.309662160603859, 8.309662160603859],[10.139666083955186, 10.139666083955186],[13.010110525168418, 13.010110525168418],[17.649555294232055, 17.649555294232055],[27.529430655857688, 27.529430655857688],[31.540301291416107, 31.540301291416107],[42.280396263127464, 42.280396263127464],[63.160105488481044, 63.160105488481044],[71.59954995999195, 71.59954995999195],[90.99955552044429, 90.99955552044429],[100.16824859249697, 100.16824859249697],[106.65977772193642, 106.65977772193642]
