,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.04484143278439313,0.10733782760560508],[1.0585074271435433,1.0853238231896256]
c2d Poly. model,[3.4037387801117275e-05,0.0007472471183631705],[1.9569390058605904,2.832103160025497]
