,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[273.50349194649834, 318.21556199120374],[1625.3498640729258, 1693.7953792540043]
c2d Poly. Model,[273.48532347865, 318.3118620279953],[1701.7799925635127, 1780.0208332109983]
