,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.48094652349613953,0.6198603716659231],[0.9940730887895004,0.9999550232489087]
minic2d Poly. model,[0.4835156433616355,1.097454544174393],[-0.21855703278015426,-0.0019397629921513726]
