,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[24.316564945559087, 48.88448784407239],[47.848021682484344, 49.49234960356674]
minic2d Poly. Model,[24.316602146439333, 48.887160197121936],[52.43727134687335, 53.82617786875678]
