,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.019972611927907977,0.019986624746440827],[1.0000144065900605,1.0000306921707154]
cachet Poly. model,[0.019901817891921,0.01995407911433605],[0.0005975658950774232,0.0012960354088136228]
