,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[3.3404692459627467, 3.965481448204195],[8.930410787601518, 8.931604665026173]
cachet Poly. Model,[3.340469896830869, 3.9654839309958656],[18.69036403155044, 18.691498496132805]
