,38,39,40,41,42,43,44,45,46,47,48,49,50
# of instances,16.0,36.0,128.0,288.0,403.0,520.0,611.0,666.0,674.0,796.0,602.0,280.0,70.0
mean,0.018125,0.016111111111111104,0.01679687499999997,0.017986111111111012,0.017642679900744383,0.018673076923077105,0.01967266775777405,0.020525525525525355,0.02210682492581587,0.031143216080402818,0.04041528239202688,0.023964285714285744,0.02242857142857144
Q(0.1),[0.010333476977002681, 0.010333476977002681],[0.01013891400871514, 0.01013891400871514],[0.010191492686928157, 0.010191492686928157],[0.010252529307727801, 0.010252529307727801],[0.010236005065687372, 0.010236005065687372],[0.010323317032518348, 0.010323317032518348],[0.010603551894199906, 0.010603551894199906],[0.010850347271585221, 0.010850347271585221],[0.019931574605014924, 0.019931574605014924],[0.019940674570103425, 0.019940674570103425],[0.01996123292225212, 0.01996123292225212],[0.0199345091483415, 0.0199345091483415],[0.019995970522837837, 0.019995970522837837]
Q(0.25),[0.018124999999999995, 0.018124999999999995],[0.010166671001463744, 0.010166671001463744],[0.010229882015533704, 0.010229882015533704],[0.010303107737060242, 0.010303107737060242],[0.010283231534108988, 0.010283231534108988],[0.012167656127115352, 0.012167656127115352],[0.01993304428555299, 0.01993304428555299],[0.0199563905559095, 0.0199563905559095],[0.019983961322359755, 0.019983961322359755],[0.019985570378203872, 0.019985570378203872],[0.019995380658821404, 0.019995380658821404],[0.01999157340598019, 0.01999157340598019],[0.020025646853025925, 0.020025646853025925]
median,[0.01994544370540592, 0.01994544370540592],[0.019839186027205514, 0.019839186027205514],[0.019890661561313427, 0.019890661561313427],[0.019926543827051005, 0.019926543827051005],[0.01991788380863431, 0.01991788380863431],[0.019942291137415247, 0.019942291137415247],[0.01998146495326254, 0.01998146495326254],[0.01999248107681908, 0.01999248107681908],[0.020008976670742237, 0.020008976670742237],[0.02000648979390766, 0.02000648979390766],[0.020013645465195004, 0.020013645465195004],[0.020021006183340462, 0.020021006183340462],[0.020053846566409544, 0.020053846566409544]
Q(0.75),[0.019987870379152773, 0.019987870379152773],[0.01992586801078181, 0.01992586801078181],[0.019948437565978576, 0.019948437565978576],[0.019985687130121266, 0.019985687130121266],[0.019975609371180175, 0.019975609371180175],[0.01998394021234353, 0.01998394021234353],[0.020015163544766002, 0.020015163544766002],[0.02002356153778121, 0.02002356153778121],[0.020039977200687766, 0.020039977200687766],[0.020031858431524777, 0.020031858431524777],[0.020041326270067793, 0.020041326270067793],[0.020065145707648988, 0.020065145707648988],[0.02054146233248456, 0.02054146233248456]
Q(0.9),[0.02004913710450624, 0.02004913710450624],[0.020006133097342164, 0.020006133097342164],[0.020008340699029153, 0.020008340699029153],[0.020074768828630896, 0.020074768828630896],[0.02003845500614637, 0.02003845500614637],[0.020037287613261456, 0.020037287613261456],[0.020084151441003003, 0.020084151441003003],[0.020091078091844926, 0.020091078091844926],[0.029068125862223175, 0.029068125862223175],[0.020095379708359937, 0.020095379708359937],[0.028694401606568984, 0.028694401606568984],[0.029575900945443646, 0.029575900945443646],[0.02976902309712461, 0.02976902309712461]
