,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[48.621649949852646, 68.85110408415436],[212.33140261222684, 216.02869194879622]
minic2d Poly. Model,[48.623704202857795, 68.85019925954832],[222.88469049097503, 227.97606032184387]
