,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.0005317085708609801,0.0028533502914896355],[1.1846856592665485,1.2500517176500583]
cachet Poly. model,[2.8717959356207882e-11,7.649597805317089e-09],[5.2623894350432465,6.896796090563726]
