,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
# of instances,16.122362994605837,56.06097083408741,150.8565409622417,314.24388333635216,474.81477020237014,613.7838634588956,570.7744740850005,691.8252128923399,802.7932528327863,835.0074934049543,824.324054244652,647.753167378633,342.15179509557174,119.56065483926388,25.397785064076835
mean,0.6530485335250802,0.5919269839960464,0.6008316876862807,0.6552148236190192,0.6488497160948441,0.6829173080445514,0.7022132796774088,0.7230769230827718,0.7766560214084279,0.8255468175135547,0.8557480013991778,0.9350479683959065,1.0159675537678083,0.9880194482645379,1.1761941705247523
Q(0.1),[0.5399017848178005, 0.5399017848178005],[0.5165996757184672, 0.5165996757184672],[0.5206300885253938, 0.5206300885253938],[0.5206569158224283, 0.5206569158224283],[0.5207545705174113, 0.5207545705174113],[0.5304137641147122, 0.5304137641147122],[0.5306323052170683, 0.5306323052170683],[0.5400306723943231, 0.5400306723943231],[0.5452701005638758, 0.5452701005638758],[0.5500461096469849, 0.5500461096469849],[0.5603947773322062, 0.5603947773322062],[0.5702992419577413, 0.5702992419577413],[0.5808044288586842, 0.5808044288586842],[0.5900968493646701, 0.5900968493646701],[0.5700895526577199, 0.5700895526577199]
Q(0.25),[0.5409730528600818, 0.5409730528600818],[0.5302738946260206, 0.5302738946260206],[0.549937322439817, 0.549937322439817],[0.5499419174014974, 0.5499419174014974],[0.5499755320239927, 0.5499755320239927],[0.5602060783247396, 0.5602060783247396],[0.5601471264396309, 0.5601471264396309],[0.5700057759199808, 0.5700057759199808],[0.5802837029593633, 0.5802837029593633],[0.590038442957308, 0.590038442957308],[0.6098017496981072, 0.6098017496981072],[0.6201059756381255, 0.6201059756381255],[0.659976579477032, 0.659976579477032],[0.6701881090419874, 0.6701881090419874],[0.6100815506999879, 0.6100815506999879]
median,[0.5987318817450529, 0.5987318817450529],[0.56993232281215, 0.56993232281215],[0.5701030578187272, 0.5701030578187272],[0.5799725576131891, 0.5799725576131891],[0.5901301763912414, 0.5901301763912414],[0.610062700143061, 0.610062700143061],[0.6099455204298749, 0.6099455204298749],[0.6299185185166607, 0.6299185185166607],[0.6593311511724238, 0.6593311511724238],[0.670009002942038, 0.670009002942038],[0.6902730520894949, 0.6902730520894949],[0.7498126475741742, 0.7498126475741742],[0.8096516507692115, 0.8096516507692115],[0.8199629684427236, 0.8199629684427236],[0.7307457696144297, 0.7307457696144297]
Q(0.75),[0.7996906961037382, 0.7996906961037382],[0.6201233995931545, 0.6201233995931545],[0.6300212065858375, 0.6300212065858375],[0.6400710281889133, 0.6400710281889133],[0.6699324614773872, 0.6699324614773872],[0.69985446409612, 0.69985446409612],[0.7300158702481667, 0.7300158702481667],[0.7510325100579394, 0.7510325100579394],[0.8149057954090679, 0.8149057954090679],[0.849772201539281, 0.849772201539281],[0.8896927342268555, 0.8896927342268555],[1.009993578315516, 1.009993578315516],[1.1000498545406003, 1.1000498545406003],[1.169842216088, 1.169842216088],[1.440081728915743, 1.440081728915743]
Q(0.9),[0.8500432223881376, 0.8500432223881376],[0.7002177948622261, 0.7002177948622261],[0.7094801725745441, 0.7094801725745441],[0.7398353645514817, 0.7398353645514817],[0.7947466339657225, 0.7947466339657225],[0.8696509740673264, 0.8696509740673264],[0.969700111381087, 0.969700111381087],[1.0093304163867742, 1.0093304163867742],[1.0603247983697486, 1.0603247983697486],[1.23968855275416, 1.23968855275416],[1.385377398580772, 1.385377398580772],[1.4996535827494881, 1.4996535827494881],[1.7595043255871587, 1.7595043255871587],[1.5200323788531023, 1.5200323788531023],[1.8200499751515054, 1.8200499751515054]
