,Confidence intervals of p0,Confidence intervals of p1
c2d Exp. model,[0.25626410380856823,0.4028099877675964],[1.0102721843561056,1.0230751881076714]
c2d Poly. model,[0.029569779554190365,0.16106717735871154],[0.35953200551512055,0.8305784862425298]
