,Support Loss Confidence Interval,Challenge Loss Confidence Interval
c2d Exp. Model,[89.4482559827422, 122.40536350789354],[399.0191165684652, 417.76300013059904]
c2d Poly. Model,[89.46691146917344, 122.41307130258122],[403.1777021062329, 421.3030892082341]
