,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[561.1675383317166, 625.243838106657],[3652.6120209294495, 3806.728984972681]
cachet Poly. Model,[561.702849658947, 626.0472602413273],[3435.3694395156945, 3779.3436719486863]
