,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.0005331554657868308,0.0019604466614311857],[1.249284080898306,1.307828327706582]
cachet Poly. model,[2.0238477759061655e-11,1.2518235644218915e-09],[6.144583565748576,7.385289165919062]
