,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[2.0364403185972947e-05,0.00012866050335447115],[1.500313611121672,1.6004237055617698]
dpmc Poly. model,[7.78463572115028e-19,2.7297731454137717e-16],[11.47584276453199,13.231026601697067]
