,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[6803.137792878434, 7636.001669492586],[108726.98814776845, 157590.56027430407]
dpmc Poly. Model,[6811.091954315016, 7646.064719716181],[110298.3216018418, 119935.02789356686]
