,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[18.97640009525117, 34.51713487562805],[105.85855290469406, 119.77183790662964]
cachet Poly. Model,[18.976593041786117, 34.52020205583266],[86.1449255618866, 101.46548252624994]
