,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.002809708745752954,0.007834028929563893],[1.1846304496105486,1.225177629774902]
minic2d Poly. model,[8.170903040740338e-10,3.179034317132248e-08],[5.1414843692624,6.217907444020966]
