,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[799.848868271779, 902.3503201578808],[6897.635362603796, 7597.644979016147]
minic2d Poly. Model,[800.7230252873567, 903.4474842321688],[7451.921506107407, 8160.231210196159]
