,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[163.44949213889277, 182.5797461810528],[1629.9578655786172, 1791.8289852804432]
cachet Poly. Model,[163.70351451481753, 182.82547634273033],[1743.8175086342285, 2110.3409228370206]
