,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.0019409722165135775,0.005042312397070569],[1.3006773775681044,1.3766622376228401]
cachet Poly. model,[2.0398581026095575e-07,2.5390918924677606e-06],[4.2576527027295015,5.147298716556065]
