,Confidence intervals of p0,Confidence intervals of p1
dpmc Exp. model,[2.644723862844566e-05,8.91111474656952e-05],[1.5705546413621512,1.6484751587350672]
dpmc Poly. model,[1.5039680562335345e-17,1.0039502934352445e-15],[11.341381052570796,12.65037624850629]
