,Support Loss Confidence Interval,Challenge Loss Confidence Interval
dpmc Exp. Model,[3862.224897759169, 4287.729311717863],[82752.04706912157, 106112.56755168652]
dpmc Poly. Model,[3869.0250683808686, 4295.53311755589],[82903.43352438544, 95029.16625018421]
