,21,22,23,24,25,26,27,28,29,30,31,32,33,34
# of instances,44.0,109.0,196.0,306.0,397.0,450.0,461.0,523.0,575.0,571.0,578.0,468.0,255.0,97.0
mean,1.3070454545454548,2.039908256880735,3.0346938775510197,4.979346405228756,7.942921914357674,12.496488888888921,20.705683297180027,32.21925430210325,51.757826086956506,85.9879859894921,131.99866782006927,202.368269230769,291.4955294117649,395.1782474226802
Q(0.1),[0.6403338175865992, 0.6403338175865992],[0.7903905953866239, 0.7903905953866239],[1.4209819950260707, 1.4209819950260707],[2.2506222921717036, 2.2506222921717036],[3.460761273436043, 3.460761273436043],[5.89991064373763, 5.89991064373763],[9.289949876178358, 9.289949876178358],[13.760229815063687, 13.760229815063687],[22.800447460286225, 22.800447460286225],[38.59000182959151, 38.59000182959151],[55.9819408826465, 55.9819408826465],[90.85034143314603, 90.85034143314603],[142.72044481530165, 142.72044481530165],[211.6606667272748, 211.6606667272748]
Q(0.25),[0.8598682256260852, 0.8598682256260852],[1.1699593571378242, 1.1699593571378242],[1.9298991665903558, 1.9298991665903558],[3.0803678038440547, 3.0803678038440547],[5.069968168934375, 5.069968168934375],[7.6803701032056635, 7.6803701032056635],[12.830000375264966, 12.830000375264966],[18.829510104798448, 18.829510104798448],[32.820905237197145, 32.820905237197145],[53.62087559512025, 53.62087559512025],[79.76013338468829, 79.76013338468829],[133.24964137567054, 133.24964137567054],[202.49062975057996, 202.49062975057996],[313.6500000009479, 313.6500000009479]
median,[1.1797926325214414, 1.1797926325214414],[1.750016848309065, 1.750016848309065],[2.750015335097693, 2.750015335097693],[4.609747149518553, 4.609747149518553],[6.80989870160076, 6.80989870160076],[11.519530475888336, 11.519530475888336],[18.220178584031437, 18.220178584031437],[27.280010401442034, 27.280010401442034],[45.69014484292247, 45.69014484292247],[76.11011206891767, 76.11011206891767],[114.37869571593036, 114.37869571593036],[180.63876254076987, 180.63876254076987],[271.6300000307391, 271.6300000307391],[432.6799999971112, 432.6799999971112]
Q(0.75),[1.6401314192342935, 1.6401314192342935],[2.5499996571105363, 2.5499996571105363],[3.820025851203816, 3.820025851203816],[6.479864492880299, 6.479864492880299],[9.569999234322381, 9.569999234322381],[15.459857807707987, 15.459857807707987],[25.31999888898049, 25.31999888898049],[40.14026237272497, 40.14026237272497],[64.14919291957547, 64.14919291957547],[107.88538741844165, 107.88538741844165],[165.75986597493656, 165.75986597493656],[256.940882751435, 256.940882751435],[384.3593580699754, 384.3593580699754],[499.9997414141413, 499.9997414141413]
Q(0.9),[2.0196658689388025, 2.0196658689388025],[3.6602034321122088, 3.6602034321122088],[5.059412585376951, 5.059412585376951],[7.779439358526366, 7.779439358526366],[13.469316616255838, 13.469316616255838],[21.590089509543226, 21.590089509543226],[35.32999892069955, 35.32999892069955],[57.55977775897412, 57.55977775897412],[86.759555517992, 86.759555517992],[140.9299999782307, 140.9299999782307],[221.1084482411035, 221.1084482411035],[332.80848951609016, 332.80848951609016],[498.6648311404119, 498.6648311404119],[499.99978451178424, 499.99978451178424]
