,Support Loss Confidence Interval,Challenge Loss Confidence Interval
cachet Exp. Model,[2.8853271720357268, 16.440224012984885],[11.920226469620964, 11.92104796442347]
cachet Poly. Model,[2.885327090139422, 16.44022438876832],[21.245205872664965, 21.24592141953394]
