,Confidence intervals of p0,Confidence intervals of p1
cachet Exp. model,[0.01998284684075149,0.01999546057622726],[1.0000047553257705,1.0000200706079754]
cachet Poly. model,[0.019938924459318625,0.019985298720433007],[0.0001888109982246533,0.0008134035870170919]
