,Confidence intervals of p0,Confidence intervals of p1
minic2d Exp. model,[0.49940753546669525,0.5010893167734056],[0.9999466554023713,1.0000315920653204]
minic2d Poly. model,[0.497761346107092,0.5040447135972487],[-0.0021601573507723515,0.0012374881207506405]
