,Support Loss Confidence Interval,Challenge Loss Confidence Interval
d4 Exp. Model,[8334.9331297729, 9389.694294806193],[40914.85243802203, 50164.16833970271]
d4 Poly. Model,[8340.775797276445, 9392.220760388966],[38696.27535313228, 40891.95289226874]
