,Confidence intervals of p0,Confidence intervals of p1
d4 Exp. model,[0.0011760592893582387,0.005997210825112985],[1.3115770370766429,1.3897866776325365]
d4 Poly. model,[5.7434578045025e-13,1.6151073064158244e-10],[7.508865537796737,9.200327515743083]
