,Support Loss Confidence Interval,Challenge Loss Confidence Interval
minic2d Exp. Model,[19.587786644486798, 36.008503358518496],[61.57125904935745, 61.6024732449511]
minic2d Poly. Model,[19.58779474675126, 36.008506939587285],[61.21045371436681, 61.24294945594516]
